570770,Loukov,150,83,83,12,0,0,11,0,10,5,0,0,1,0,0,7,0,0,3,22,0,0,1,0,0,0,0,11,0
536261,Loukovec,240,161,159,40,0,0,15,0,15,8,0,0,0,1,0,13,0,0,11,41,0,1,4,0,2,1,0,6,1
536270,Luštěnice,1618,883,877,86,3,1,49,1,61,75,8,9,16,1,0,95,0,1,32,314,0,5,9,0,4,3,0,103,1
565644,Mečeříž,400,243,243,30,0,0,11,0,25,21,1,1,6,0,1,15,0,0,10,102,3,0,0,0,1,1,0,14,1
535419,Mladá Boleslav,30989,18511,18379,2236,36,12,1373,8,982,1199,304,163,333,23,29,1796,8,13,939,6324,11,32,435,3,112,41,17,1906,44
536326,Mnichovo Hradiště,6896,4287,4263,467,4,4,256,1,596,257,54,33,40,3,5,467,1,2,219,1309,1,9,84,1,32,2,4,400,12
565822,Mohelnice nad Jizerou,69,51,50,11,0,0,2,0,5,1,1,0,0,0,0,3,0,0,4,14,0,0,0,0,0,0,0,7,2
571865,Mukařov,153,105,105,14,0,0,10,0,11,7,2,1,0,0,0,7,0,0,3,35,0,0,6,0,0,0,2,6,1
536334,Němčice,141,101,101,10,0,0,11,0,6,2,0,1,0,0,1,6,0,0,7,35,0,0,9,0,2,0,1,10,0
571156,Nemyslovice,114,83,83,9,0,0,6,1,7,12,2,2,0,0,0,1,1,0,1,36,0,2,0,0,0,0,0,3,0
536351,Nepřevázka,327,245,245,49,0,0,5,0,30,16,3,1,1,1,0,18,0,1,12,88,0,1,5,0,4,0,0,10,0
571997,Neveklovice,52,40,40,4,0,0,6,0,1,0,0,0,0,0,0,6,0,0,0,10,0,0,3,0,0,0,0,10,0
571121,Niměřice,246,146,141,13,0,0,16,0,6,11,0,2,3,1,0,10,0,0,2,53,0,0,3,1,0,1,1,17,1
536377,Nová Telib,196,144,144,10,0,0,8,0,9,5,3,0,4,1,0,16,0,0,8,60,2,0,3,0,2,0,0,13,0
571806,Nová Ves u Bakova,227,161,161,10,0,0,13,0,8,13,1,0,0,0,0,10,0,0,9,77,0,1,2,0,0,0,0,17,0
570893,Obrubce,166,102,102,16,1,0,15,1,5,4,0,2,1,0,0,4,0,0,1,41,0,0,1,0,3,0,0,7,0
536407,Obruby,213,146,142,8,0,0,10,1,10,11,3,1,4,0,0,6,0,0,3,53,0,0,1,0,0,4,0,27,0
571032,Pěčice,148,100,98,8,0,0,9,0,5,11,0,5,0,0,0,18,1,0,1,34,0,0,2,0,0,1,0,3,0
598241,Pětikozly,60,33,33,3,0,0,0,0,7,3,0,6,1,0,0,4,0,0,1,4,0,0,0,0,0,0,0,4,0
536431,Petkovy,232,162,161,14,0,0,6,0,8,15,1,4,1,0,0,15,0,0,7,69,0,0,0,0,0,2,0,17,2
536440,Písková Lhota,585,428,427,58,1,2,42,0,23,27,8,2,8,3,0,43,0,1,7,128,0,1,7,0,1,0,2,62,1
536458,Plazy,393,230,230,30,0,0,19,1,16,11,1,4,8,0,0,26,2,0,9,73,0,0,7,0,0,1,1,20,1
565580,Plužná,158,95,95,8,1,0,3,0,8,5,0,0,0,0,0,7,0,0,1,51,0,0,1,0,0,1,0,9,0
570753,Prodašice,69,33,33,1,0,0,14,0,0,2,0,0,0,1,0,2,0,0,2,4,0,0,0,0,0,0,0,7,0
536491,Předměřice nad Jizerou,543,322,319,49,0,0,9,0,19,25,5,4,5,0,0,26,0,0,11,116,0,1,6,0,3,1,2,33,4
570923,Přepeře,99,70,70,6,0,0,10,0,7,5,0,0,1,0,0,4,0,0,3,24,0,0,0,0,0,0,0,10,0
571938,Ptýrov,222,151,149,13,0,0,7,0,16,4,1,2,8,0,0,12,0,0,7,34,0,0,6,0,2,1,0,35,1
565652,Rabakov,47,34,34,3,0,0,4,0,1,2,1,1,0,0,0,4,0,0,4,12,0,0,1,0,0,0,0,1,0
565636,Rohatsko,193,135,135,26,0,0,6,0,10,2,0,4,1,0,1,20,0,0,6,45,1,0,1,0,0,0,1,11,0
529605,Rokytá,210,110,110,6,2,0,7,0,3,12,3,2,0,0,0,11,0,0,6,40,0,0,1,0,0,0,0,17,0
571148,Rokytovec,105,61,61,3,0,0,3,3,6,9,1,1,0,0,0,3,0,0,1,21,0,0,1,0,0,1,0,7,1
536580,Řepov,538,347,347,55,0,0,31,0,20,9,4,5,0,0,0,40,0,1,21,129,0,0,2,0,0,1,1,26,2
565661,Řitonice,62,41,40,3,0,0,2,0,4,5,0,0,0,0,0,0,0,0,0,19,0,0,2,0,0,0,0,5,0
529591,Sedlec,194,110,109,13,0,0,4,0,27,4,1,0,4,1,0,8,0,0,5,30,0,0,0,0,2,0,0,10,0
536610,Semčice,547,350,348,30,0,2,17,0,28,19,15,4,4,0,2,44,0,0,27,115,1,0,5,0,7,4,0,24,0
599573,Sezemice,88,74,74,9,1,0,2,0,15,7,1,2,1,0,0,5,1,0,0,18,0,0,2,0,0,0,0,9,1
536636,Skalsko,321,214,214,17,0,0,16,0,22,11,2,3,3,0,0,24,0,0,6,73,0,1,3,0,1,0,1,30,1
557030,Skorkov,476,341,339,55,1,0,23,2,21,17,2,2,6,0,2,46,0,0,19,102,0,0,18,0,5,1,0,14,3
536652,Smilovice,553,316,313,33,2,0,18,0,17,14,6,3,6,0,1,32,0,0,13,128,1,0,7,0,0,4,1,26,1
536661,Sojovice,437,295,291,63,2,1,17,0,8,19,1,3,1,0,0,29,0,0,5,98,1,2,10,0,1,2,0,28,0
565539,Sovínky,244,162,159,18,0,0,9,0,9,8,1,4,1,0,0,12,0,0,12,58,0,1,9,0,0,0,0,16,1
536709,Strašnov,212,152,152,15,1,0,12,0,12,7,4,1,1,0,1,15,0,0,8,58,0,0,1,0,0,0,0,16,0
571881,Strážiště,101,79,79,2,0,0,6,0,15,12,0,1,3,0,0,15,0,0,2,19,0,0,0,0,0,0,1,3,0
536717,Strenice,137,85,85,3,0,0,3,0,9,7,2,4,1,0,0,13,0,0,0,27,0,2,1,0,0,2,2,9,0
565920,Sudoměř,81,56,55,3,0,0,8,0,4,2,0,0,0,0,0,5,0,0,4,18,0,0,1,0,0,0,0,10,0
536768,Sukorady,284,184,183,28,0,0,16,0,8,3,1,1,2,0,0,13,0,0,4,80,0,0,7,0,1,1,0,18,0
570982,Tuřice,237,170,170,38,1,0,4,0,7,8,0,7,2,0,0,24,1,0,6,62,0,0,2,0,0,1,0,7,0
570761,Ujkovice,90,62,62,1,2,0,1,0,1,7,0,0,0,0,0,7,0,0,2,28,0,1,1,0,0,0,0,11,0
536857,Velké Všelisy,294,191,189,11,0,1,29,0,9,30,2,0,1,0,0,7,0,0,4,66,0,1,5,0,2,0,0,20,1
565725,Veselice,111,78,78,1,0,0,7,0,5,9,0,4,1,0,1,7,0,0,1,34,0,0,1,0,0,0,0,7,0
565628,Vinařice,227,165,164,21,0,0,18,0,9,28,7,3,1,0,0,16,0,0,3,46,0,0,2,0,2,0,0,8,0
570842,Vinec,203,129,129,13,0,0,6,0,4,13,0,3,1,0,0,5,0,0,5,50,0,1,4,0,0,0,0,23,1
565571,Vlkava,347,215,214,27,1,0,15,0,10,14,3,1,1,0,0,18,0,0,6,79,0,0,5,0,0,2,2,30,0
572021,Vrátno,137,82,81,0,0,0,2,0,4,14,0,3,0,1,0,1,0,0,0,26,0,0,4,0,1,0,0,25,0
536938,Všejany,539,346,342,31,1,0,36,0,20,43,6,4,5,1,0,20,0,3,17,108,1,2,5,0,0,3,0,36,0
571814,Zdětín,434,278,273,33,1,0,16,0,14,29,5,1,7,0,0,35,0,0,10,89,0,0,4,0,1,0,3,25,0
536971,Žďár,1094,784,777,95,0,0,70,0,85,38,10,5,10,2,0,73,0,0,33,240,1,2,16,0,13,2,2,77,3
536989,Žerčice,324,196,196,13,0,0,11,0,9,16,4,0,2,0,0,24,0,0,7,80,0,0,2,0,0,0,0,28,0
536997,Židněves,268,173,172,24,0,0,17,0,6,18,0,3,1,0,0,12,0,0,0,56,0,5,5,0,0,0,0,25,0
